asset,timeframe,strategy,direction,entry,sl,tp,grid_level,level_idx,size,risk,rr,entry_bar,entry_time,regime,range_pct,exit,exit_time,close_reason,pnl,pnl_pct,balance_after,drawdown_pct
BTC,15m,GRID_BOT,SELL,85162.9,85352.77226667,84846.60666667,85226.23086667,5,0.10533397188942648,20.0,3.0,131,2025-04-19 07:15:00+00:00,RANGE,0.010982,85352.77226667,2025-04-19 08:30:00+00:00,SL,-20.0,-0.22295185658309552,9980.0,0.2
BTC,15m,GRID_BOT,SELL,85170.0,85347.51874667,84898.96242667,85235.37966667,4,0.11243882899367648,19.96,3.0,147,2025-04-19 11:15:00+00:00,RANGE,0.009228,85347.51874667,2025-04-19 13:15:00+00:00,SL,-19.96,-0.20842872686392022,9960.04,0.3995999999999913
BTC,15m,GRID_BOT,SELL,85107.6,85317.40472,84792.86824,85186.2706,3,0.09494581437443349,19.920080000000002,3.0,195,2025-04-19 23:15:00+00:00,RANGE,0.011459,85317.40472,2025-04-20 01:15:00+00:00,SL,-19.920080000000002,-0.2465170208066026,9940.119920000001,0.59880079999999
BTC,15m,GRID_BOT,SELL,85322.1,85535.96158667,85011.42510667,85404.82746667,4,0.09314473117950778,19.920080000000002,3.0,186,2025-04-19 21:00:00+00:00,RANGE,0.011459,85011.42510667,2025-04-20 06:30:00+00:00,TP,28.937729423446164,0.36412007361517285,9969.057649423446,0.30942350576553507
BTC,15m,GRID_BOT,SELL,84388.3,84595.13988,84053.44596,84459.7164,3,0.096393960868895,19.938115298846892,3.0,259,2025-04-20 15:15:00+00:00,RANGE,0.012107,84595.13988,2025-04-20 16:15:00+00:00,SL,-19.938115298846892,-0.24510492568282513,9949.1195341246,0.5088046587539975
BTC,15m,GRID_BOT,SELL,84578.7,84765.71092,84344.37724,84660.3775,5,0.10640148216076972,19.8982390682492,3.0,269,2025-04-20 17:45:00+00:00,RANGE,0.00853,84765.71092,2025-04-20 20:00:00+00:00,SL,-19.8982390682492,-0.2211087661550729,9929.221295056352,0.7077870494364834
BTC,15m,GRID_BOT,SELL,86963.3,87272.54868667,86303.09740667,87030.18586667,2,0.06421512344627764,19.858442590112706,3.0,364,2025-04-21 17:30:00+00:00,RANGE,0.024005,87272.54868667,2025-04-21 19:15:00+00:00,SL,-19.858442590112706,-0.35560827000584266,9909.362852466238,0.9063714753376189
BTC,15m,GRID_BOT,SELL,87370.5,87676.48672,86707.03544,87434.1239,3,0.06476988839558928,19.818725704932476,3.0,377,2025-04-21 20:45:00+00:00,RANGE,0.024005,87676.48672,2025-04-22 00:00:00+00:00,SL,-19.81872570493248,-0.3502174303683747,9889.544126761306,1.1045587323869404
BTC,15m,GRID_BOT,SELL,93709.9,93946.99548,93191.86476,93758.2128,3,0.08342246024058457,19.779088253522612,3.0,535,2025-04-23 12:15:00+00:00,RANGE,0.016267,93946.99548,2025-04-23 13:00:00+00:00,SL,-19.779088253522612,-0.2530100661723079,9869.765038507783,1.3023496149221683
BTC,15m,GRID_BOT,SELL,93217.5,93541.69392,92580.89424,93301.494,2,0.06088803293107795,19.739530077015566,3.0,544,2025-04-23 14:30:00+00:00,RANGE,0.021872,92580.89424,2025-04-23 15:00:00+00:00,TP,38.761672478994264,0.6829251589025728,9908.526710986778,0.914732890132218
BTC,15m,GRID_BOT,SELL,93771.8,94170.20199333,92914.27375333,93856.21993333,4,0.04974135108194322,19.817053421973558,3.0,555,2025-04-23 17:15:00+00:00,RANGE,0.030088,94170.20199333,2025-04-23 18:00:00+00:00,SL,-19.817053421973558,-0.4248633313320214,9888.709657564805,1.1129034243519527
BTC,15m,GRID_BOT,SELL,93275.8,93646.89856,92390.97032,93332.9165,3,0.05329424968700953,19.77741931512961,3.0,562,2025-04-23 19:00:00+00:00,RANGE,0.030088,93646.89856,2025-04-23 20:15:00+00:00,SL,-19.77741931512961,-0.3978508466290276,9868.932238249676,1.3106776175032429
BTC,15m,GRID_BOT,SELL,93275.1,93646.89856,92390.97032,93332.9165,3,0.05308752265339484,19.73786447649935,3.0,574,2025-04-23 22:00:00+00:00,RANGE,0.030088,93646.89856,2025-04-23 22:30:00+00:00,SL,-19.73786447649935,-0.39860430061184127,9849.194373773176,1.5080562622682374
BTC,15m,GRID_BOT,SELL,93306.4,93587.6544,92773.6824,93384.1614,3,0.07003761984717745,19.698388747546353,3.0,583,2025-04-24 00:15:00+00:00,RANGE,0.017951,93587.6544,2025-04-24 00:30:00+00:00,SL,-19.698388747546353,-0.30143098436978094,9829.49598502563,1.7050401497437089
BTC,15m,GRID_BOT,SELL,93502.6,93744.3404,93087.0544,93580.0189,3,0.08132274113078183,19.658991970051257,3.0,589,2025-04-24 01:45:00+00:00,RANGE,0.013652,93087.0544,2025-04-24 02:45:00+00:00,TP,33.79330725683641,0.44442143854824584,9863.289292282465,1.3671070771753513
BTC,15m,GRID_BOT,SELL,93236.3,93470.47123333,92813.18523333,93306.14973333,2,0.08395135341986158,19.658991970051257,3.0,592,2025-04-24 02:30:00+00:00,RANGE,0.013652,92813.18523333,2025-04-24 03:45:00+00:00,TP,35.521057313875275,0.4538090493402226,9898.81034959634,1.0118965040365948
BTC,15m,GRID_BOT,SELL,92846.7,93045.67988,92468.66996,92901.4274,1,0.09913855905715208,19.72657858456493,3.0,596,2025-04-24 03:30:00+00:00,RANGE,0.011514,92468.66996,2025-04-24 04:00:00+00:00,TP,37.477353445917345,0.4071550631309435,9936.287703042259,0.6371229695774128
BTC,15m,GRID_BOT,SELL,92671.9,92902.16082667,92246.86778667,92738.33756667,1,0.08597910893269213,19.79762069919268,3.0,597,2025-04-24 03:45:00+00:00,RANGE,0.013655,92902.16082667,2025-04-24 05:00:00+00:00,SL,-19.79762069919268,-0.2484688742434457,9916.490082343065,0.8350991765693471
BTC,15m,GRID_BOT,SELL,92446.3,92704.26996,91896.38892,92502.2997,3,0.07688096770913157,19.83298016468613,3.0,627,2025-04-24 11:15:00+00:00,RANGE,0.017995,92704.26996,2025-04-24 12:15:00+00:00,SL,-19.83298016468613,-0.2790484421767039,9896.657102178378,1.033428978216216
BTC,15m,GRID_BOT,SELL,92735.9,92983.59792,92344.53384,92823.8319,5,0.07990908524527085,19.793314204356758,3.0,635,2025-04-24 13:15:00+00:00,RANGE,0.0134,92983.59792,2025-04-24 14:00:00+00:00,SL,-19.793314204356758,-0.2671003570354156,9876.863787974022,1.2313621202597824
BTC,15m,GRID_BOT,SELL,92824.3,93044.47944,92379.32328,92878.1904,5,0.08989628733889696,19.793314204356758,3.0,637,2025-04-24 13:45:00+00:00,RANGE,0.014111,93044.47944,2025-04-24 14:00:00+00:00,SL,-19.793314204356758,-0.23720021589173587,9857.070473769665,1.4292952623033488
BTC,15m,GRID_BOT,SELL,93200.7,93504.03672,92641.92744,93288.5094,5,0.06499094784020511,19.71414094753933,3.0,645,2025-04-24 15:45:00+00:00,RANGE,0.019471,93504.03672,2025-04-24 16:15:00+00:00,SL,-19.71414094753933,-0.3254661392028242,9837.356332822126,1.626436671778738
BTC,15m,GRID_BOT,SELL,93591.0,93844.6092,93058.5348,93648.0906,3,0.07757886017401486,19.674712665644254,3.0,706,2025-04-25 07:00:00+00:00,RANGE,0.017131,93844.6092,2025-04-25 07:45:00+00:00,SL,-19.674712665644254,-0.27097605538994807,9817.681620156482,1.823183798435184
BTC,15m,GRID_BOT,SELL,94638.2,94860.33620667,94235.15484667,94704.04086667,2,0.08839334899367367,19.635363240312962,3.0,773,2025-04-25 23:45:00+00:00,RANGE,0.012537,94860.33620667,2025-04-26 00:45:00+00:00,SL,-19.635363240312962,-0.23472150428686236,9798.046256916168,2.019537430838318
BTC,15m,GRID_BOT,SELL,94701.0,94905.40408,94429.82696,94786.5098,3,0.0958693804636043,19.596092513832335,3.0,798,2025-04-26 06:00:00+00:00,RANGE,0.00858,94429.82696,2025-04-26 08:00:00+00:00,TP,25.99719134323163,0.2863465433311097,9824.0434482594,1.7595655174060083
BTC,15m,GRID_BOT,SELL,94634.8,94818.90506,94314.14162,94692.7142,2,0.10643972802177276,19.596092513832335,3.0,791,2025-04-26 04:15:00+00:00,RANGE,0.00934,94314.14162,2025-04-26 08:45:00+00:00,TP,34.130790755103114,0.3388377002963054,9858.174239014503,1.4182576098549726
BTC,15m,GRID_BOT,SELL,94035.0,94252.46819333,93732.84715333,94122.56293333,2,0.090663136416046,19.716348478029005,3.0,830,2025-04-26 14:00:00+00:00,RANGE,0.009818,94252.46819333,2025-04-26 14:45:00+00:00,SL,-19.716348478029005,-0.2312630332642119,9838.457890536474,1.6154210946352578
BTC,15m,GRID_BOT,SELL,94250.0,94468.97696,93949.35592,94339.0717,3,0.08985838410156463,19.67691578107295,3.0,838,2025-04-26 16:00:00+00:00,RANGE,0.009818,94468.97696,2025-04-26 22:00:00+00:00,SL,-19.67691578107295,-0.23233629708222808,9818.780974755402,1.81219025244598
BTC,15m,GRID_BOT,SELL,94321.6,94562.84499333,93896.28875333,94396.20593333,2,0.08140090983214308,19.637561949510804,3.0,880,2025-04-27 02:30:00+00:00,RANGE,0.013695,93896.28875333,2025-04-27 05:15:00+00:00,TP,34.620722440781954,0.4509160644751693,9853.401697196185,1.4659830280381538
BTC,15m,GRID_BOT,SELL,94014.5,94267.76798667,93591.75070667,94098.76366667,1,0.07753669229067425,19.637561949510804,3.0,889,2025-04-27 04:45:00+00:00,RANGE,0.01395,94267.76798667,2025-04-27 08:45:00+00:00,SL,-19.637561949510804,-0.26939247315042414,9833.764135246674,1.6623586475332557
BTC,15m,GRID_BOT,SELL,94124.6,94356.86784,93764.21568,94208.7048,3,0.08467607168729563,19.66752827049335,3.0,910,2025-04-27 10:00:00+00:00,RANGE,0.011796,93764.21568,2025-04-27 12:30:00+00:00,TP,30.5159285152983,0.38288005473596903,9864.280063761973,1.35719936238027
BTC,15m,GRID_BOT,SELL,94068.3,94351.56174,93535.86438,94147.6374,2,0.06957100310967605,19.70680339439237,3.0,900,2025-04-27 07:30:00+00:00,RANGE,0.017738,94351.56174,2025-04-27 18:30:00+00:00,SL,-19.70680339439237,-0.30112348155542484,9844.57326036758,1.5542673963241942
BTC,15m,GRID_BOT,SELL,94360.8,94548.6674,94065.5882,94427.8976,5,0.1048034226307218,19.68914652073516,3.0,955,2025-04-27 21:15:00+00:00,RANGE,0.008884,94548.6674,2025-04-27 21:45:00+00:00,SL,-19.68914652073516,-0.1990947512102513,9824.884113846845,1.7511588615315488
BTC,15m,GRID_BOT,SELL,93832.0,94015.83882667,93503.03818667,93887.63866667,2,0.10688584443027044,19.64976822769369,3.0,963,2025-04-27 23:15:00+00:00,RANGE,0.00967,93503.03818667,2025-04-28 00:00:00+00:00,TP,35.16136120308956,0.35058595503665646,9860.045475049934,1.3995452495006613
BTC,15m,GRID_BOT,SELL,93581.6,93807.49634667,93147.63042667,93642.52986667,2,0.08729707780050328,19.72009095009987,3.0,967,2025-04-28 00:15:00+00:00,RANGE,0.013658,93147.63042667,2025-04-28 01:15:00+00:00,TP,37.8842756060405,0.46373386790779714,9897.929750655974,1.020702493440258
BTC,15m,GRID_BOT,SELL,93615.0,93891.18376,93040.06112,93678.4031,3,0.07167640668412928,19.79585950131195,3.0,977,2025-04-28 02:45:00+00:00,RANGE,0.018891,93891.18376,2025-04-28 03:30:00+00:00,SL,-19.79585950131195,-0.2950208406772418,9878.133891154663,1.218661088453373
BTC,15m,GRID_BOT,SELL,94329.0,94600.45262667,93749.32998667,94387.67196667,5,0.07277979964558172,19.756267782309326,3.0,991,2025-04-28 06:15:00+00:00,RANGE,0.018891,94600.45262667,2025-04-28 06:45:00+00:00,SL,-19.756267782309326,-0.28777218741850086,9858.377623372353,1.416223766276471
BTC,15m,GRID_BOT,SELL,94579.4,94901.05805333,93923.11477333,94656.57223333,5,0.06129725353562529,19.716755246744707,3.0,1007,2025-04-28 10:15:00+00:00,RANGE,0.022299,94901.05805333,2025-04-28 10:30:00+00:00,SL,-19.716755246744707,-0.3400931421958696,9838.660868125608,1.6133913187439248
BTC,15m,GRID_BOT,SELL,95049.1,95312.6269,94505.2705,95110.7878,4,0.07466912006421898,19.677321736251216,3.0,1019,2025-04-28 13:15:00+00:00,RANGE,0.017448,94505.2705,2025-04-28 13:45:00+00:00,TP,40.607270229964705,0.5721563907496304,9879.268138355572,1.2073186164442813
BTC,15m,GRID_BOT,SELL,94641.3,94935.07088,94086.55696,94722.9424,3,0.06725832143986288,19.758536276711144,3.0,1023,2025-04-28 14:15:00+00:00,RANGE,0.018566,94086.55696,2025-04-28 15:00:00+00:00,TP,37.31108570084679,0.5861532333135757,9916.579224056419,0.8342077594358125
BTC,15m,GRID_BOT,SELL,93737.8,94027.29810667,93069.32354667,93787.80446667,1,0.0685087673845164,19.833158448112837,3.0,1028,2025-04-28 15:30:00+00:00,RANGE,0.02155,94027.29810667,2025-04-28 16:30:00+00:00,SL,-19.833158448112837,-0.3088381705885975,9896.746065608306,1.032539343916942
BTC,15m,GRID_BOT,SELL,94433.8,94775.0316,93766.4784,94522.8933,3,0.058006034995635405,19.793492131216613,3.0,1042,2025-04-28 19:00:00+00:00,RANGE,0.022935,94775.0316,2025-04-28 19:15:00+00:00,SL,-19.793492131216613,-0.36134477274026794,9876.952573477089,1.2304742652291134
BTC,15m,GRID_BOT,SELL,94458.9,94775.0316,93766.4784,94522.8933,3,0.06248633526972212,19.753905146954178,3.0,1048,2025-04-28 20:30:00+00:00,RANGE,0.022935,94775.0316,2025-04-28 22:45:00+00:00,SL,-19.753905146954178,-0.33467635130200324,9857.198668330135,1.4280133166986526
BTC,15m,GRID_BOT,SELL,94748.1,94974.84484,94302.07628,94806.6527,3,0.0869452964691956,19.71439733666027,3.0,1076,2025-04-29 03:30:00+00:00,RANGE,0.013836,94302.07628,2025-04-29 05:00:00+00:00,TP,38.77966456769453,0.4707468751352396,9895.97833289783,1.040216671021699
BTC,15m,GRID_BOT,SELL,94227.7,94459.28736,93811.10952,94297.2429,1,0.08546216281318304,19.79195666579566,3.0,1082,2025-04-29 05:00:00+00:00,RANGE,0.013173,94459.28736,2025-04-29 06:00:00+00:00,SL,-19.79195666579566,-0.24577418317544095,9876.186376232034,1.2381362376796643
BTC,15m,GRID_BOT,SELL,94657.7,94910.97284,94174.33228,94726.8127,3,0.07783857651953471,19.71439733666027,3.0,1075,2025-04-29 03:15:00+00:00,RANGE,0.015562,94910.97284,2025-04-29 07:45:00+00:00,SL,-19.71439733666027,-0.2675670758955744,9856.471978895373,1.4352802110462652
BTC,15m,GRID_BOT,SELL,94812.6,94989.12362,94487.07794,94863.6122,4,0.1116731231649995,19.71294395779075,3.0,1105,2025-04-29 10:45:00+00:00,RANGE,0.009303,94989.12362,2025-04-29 11:00:00+00:00,SL,-19.71294395779075,-0.18618160455466115,9836.759034937582,1.6324096506241768
BTC,15m,GRID_BOT,SELL,95022.0,95269.4398,94621.1422,95107.3654,4,0.07966763615954799,19.71294395779075,3.0,1097,2025-04-29 08:45:00+00:00,RANGE,0.013176,95269.4398,2025-04-29 11:15:00+00:00,SL,-19.71294395779075,-0.26040264359831705,9817.046090979791,1.829539090202088
BTC,15m,GRID_BOT,SELL,95152.2,95386.52652,94822.80684,95245.5966,5,0.08378945832490231,19.634092181959584,3.0,1120,2025-04-29 14:30:00+00:00,RANGE,0.010929,94822.80684,2025-04-29 15:15:00+00:00,TP,27.59967445232724,0.34617503326249144,9844.645765432118,1.5535423456788158
BTC,15m,GRID_BOT,SELL,94842.9,95023.42636,94566.37292,94909.163,3,0.10906601967083289,19.68929153086424,3.0,1125,2025-04-29 15:45:00+00:00,RANGE,0.008072,95023.42636,2025-04-29 16:15:00+00:00,SL,-19.68929153086424,-0.19034251377805136,9824.956473901255,1.7504352609874512
BTC,15m,GRID_BOT,SELL,95147.9,95337.77595333,94816.07347333,95207.35033333,4,0.10348815952302844,19.64991294780251,3.0,1142,2025-04-29 20:00:00+00:00,RANGE,0.009778,94816.07347333,2025-04-29 21:00:00+00:00,TP,34.34011652599628,0.34874813492466894,9859.296590427251,1.4070340957274858
BTC,15m,GRID_BOT,SELL,94931.8,95120.39992,94598.69744,94989.9743,3,0.10418834190281315,19.64991294780251,3.0,1144,2025-04-29 20:30:00+00:00,RANGE,0.009778,94598.69744,2025-04-29 21:15:00+00:00,TP,34.70540340998226,0.35088617302105224,9894.001993837233,1.059980061627666
BTC,15m,GRID_BOT,SELL,94684.3,94903.02388667,94381.32140667,94772.59826667,2,0.09015290227813894,19.718593180854505,3.0,1146,2025-04-29 21:00:00+00:00,RANGE,0.009778,94381.32140667,2025-04-29 21:15:00+00:00,TP,27.314399516847566,0.3199882064185941,9921.316393354082,0.7868360664591819
BTC,15m,GRID_BOT,SELL,94564.5,94803.71623333,94211.91423333,94655.76573333,2,0.0829485211370908,19.842632786708165,3.0,1147,2025-04-29 21:15:00+00:00,RANGE,0.011657,94211.91423333,2025-04-29 22:15:00+00:00,TP,29.246467919264113,0.3728521450121378,9950.562861273345,0.49437138726654667
BTC,15m,GRID_BOT,SELL,94082.8,94317.37254667,93594.79262667,94136.72756667,1,0.08483996104857189,19.90112572254669,3.0,1152,2025-04-29 22:30:00+00:00,RANGE,0.015182,94317.37254667,2025-04-30 00:00:00+00:00,SL,-19.90112572254669,-0.2493256436564335,9930.661735550799,0.6933826444920123
BTC,15m,GRID_BOT,SELL,94529.4,94799.36092,93965.93804,94591.0052,3,0.07357110603675783,19.8613234711016,3.0,1165,2025-04-30 01:45:00+00:00,RANGE,0.018191,94799.36092,2025-04-30 03:30:00+00:00,SL,-19.8613234711016,-0.2855840828356176,9910.800412079698,0.891995879203023
BTC,15m,GRID_BOT,SELL,94976.8,95248.85758667,94520.44430667,95066.75426667,5,0.07285810723669678,19.821600824159397,3.0,1179,2025-04-30 05:15:00+00:00,RANGE,0.015396,94520.44430667,2025-04-30 07:45:00+00:00,TP,33.249212042714156,0.4804917551759995,9944.049624122412,0.5595037587758817
BTC,15m,GRID_BOT,SELL,94528.2,94770.42884,94170.59788,94620.4711,3,0.08210458857106008,19.888099248244824,3.0,1191,2025-04-30 08:15:00+00:00,RANGE,0.011919,94770.42884,2025-04-30 09:00:00+00:00,SL,-19.888099248244824,-0.2562503464574552,9924.161524874167,0.758384751258327
BTC,15m,GRID_BOT,SELL,94723.1,94981.65596667,94315.47796667,94815.11146667,4,0.07691990057080544,19.888099248244824,3.0,1190,2025-04-30 08:00:00+00:00,RANGE,0.01371,94981.65596667,2025-04-30 09:30:00+00:00,SL,-19.888099248244824,-0.2729597813732861,9904.273425625923,0.9572657437407724
