asset,timeframe,strategy,direction,entry,sl,tp,size,risk,rr,entry_bar,entry_time,regime,exit,exit_time,close_reason,pnl,pnl_pct,balance_after,drawdown_pct,bars_open
BTC,15m,TREND_MOMENTUM,SELL,67886.2,68264.97572203167,67097.08391243401,0.2640084730447393,100.0,2.083333333333343,253,2024-04-10 13:30:00+00:00,TREND_DOWN,68264.97572203167,2024-04-10 13:45:00+00:00,SL,-100.0,-0.5579568778804391,9900.0,1.0,2024-04-10 13:45:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,69874.8,69476.61216432037,70704.35799099925,0.24862637963569212,99.0,2.083333333333355,279,2024-04-10 20:00:00+00:00,TREND_UP,70704.35799099925,2024-04-10 22:15:00+00:00,TP,206.2500000000021,1.1872062474586718,10106.250000000002,0.0,2024-04-10 22:15:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,70784.8,70367.45609255125,71654.26647385159,0.24215640433761337,101.06250000000001,2.083333333333368,289,2024-04-10 22:30:00+00:00,TREND_UP,70367.45609255125,2024-04-11 00:00:00+00:00,SL,-101.06250000000001,-0.5895953756297314,10005.187500000002,0.9999999999999999,2024-04-11 00:00:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,70933.1,70664.43115482699,71492.82676077713,0.3723985002264384,100.05187500000002,2.0833333333333557,325,2024-04-11 07:30:00+00:00,TREND_UP,70664.43115482699,2024-04-11 08:00:00+00:00,SL,-100.05187500000002,-0.37876371563207467,9905.135625000003,1.9899999999999918,2024-04-11 08:00:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,70910.1,70627.94586902372,71497.9211062006,0.3510540707211048,99.05135625000003,2.083333333333372,331,2024-04-11 09:00:00+00:00,TREND_UP,70627.94586902372,2024-04-11 09:45:00+00:00,SL,-99.05135625000004,-0.39790400940949644,9806.084268750003,2.970099999999992,2024-04-11 09:45:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,70898.9,70668.24670595049,71379.42769593647,0.4251439074026473,98.06084268750003,2.083333333333307,407,2024-04-12 04:00:00+00:00,TREND_UP,70668.24670595049,2024-04-12 07:30:00+00:00,SL,-98.06084268750003,-0.32532704181518896,9708.023426062502,3.940398999999997,2024-04-12 07:30:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,69737.6,70047.75154080534,69091.45095665555,0.31300903425643756,97.08023426062502,2.083333333333337,448,2024-04-12 14:15:00+00:00,TREND_DOWN,69091.45095665555,2024-04-12 16:15:00+00:00,TP,202.25048804296918,0.926543275570791,9910.273914105472,1.9391573124999884,2024-04-12 16:15:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,68973.2,69351.23007961753,68185.63733413015,0.262155697349062,99.10273914105471,2.0833333333333175,456,2024-04-12 16:15:00+00:00,TREND_DOWN,68185.63733413015,2024-04-12 17:15:00+00:00,TP,206.46403987719572,1.1418386646840302,10116.737953982667,0.0,2024-04-12 17:15:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,68150.8,68657.75567088762,67094.64235231745,0.19955863076291197,101.16737953982667,2.083333333333369,461,2024-04-12 17:30:00+00:00,TREND_DOWN,67094.64235231745,2024-04-12 18:30:00+00:00,TP,210.76537404130917,1.5497362432760253,10327.503328023977,0.0,2024-04-12 18:30:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,67081.6,67797.66122446884,65589.8057823566,0.14422654062415877,103.27503328023977,2.0833333333333166,469,2024-04-12 19:30:00+00:00,TREND_DOWN,67797.66122446884,2024-04-13 04:45:00+00:00,SL,-103.27503328023975,-1.0674480401016644,10224.228294743738,0.9999999999999911,2024-04-13 04:45:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,62326.2,63368.089925922846,60155.59598766072,0.09813155920178109,102.24228294743739,2.083333333333338,573,2024-04-13 21:30:00+00:00,TREND_DOWN,63368.089925922846,2024-04-13 22:30:00+00:00,SL,-102.24228294743739,-1.6716724682763417,10121.9860117963,1.989999999999998,2024-04-13 22:30:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,62185.5,63006.76725886479,60474.52654403168,0.12324838111515082,101.219860117963,2.08333333333334,595,2024-04-14 03:00:00+00:00,TREND_DOWN,63006.76725886479,2024-04-14 03:30:00+00:00,SL,-101.219860117963,-1.320673241937093,10020.766151678337,2.9700999999999937,2024-04-14 03:30:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,65661.1,65095.04074605442,66840.39011238664,0.17702680561850978,100.20766151678338,2.0833333333333353,678,2024-04-14 23:45:00+00:00,TREND_UP,65095.04074605442,2024-04-15 01:45:00+00:00,SL,-100.20766151678338,-0.8620922493616203,9920.558490161555,3.9403989999999856,2024-04-15 01:45:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,65631.6,65270.1776966133,66384.56313205564,0.27448661571798194,99.20558490161555,2.0833333333333117,703,2024-04-15 06:00:00+00:00,TREND_UP,66384.56313205564,2024-04-15 06:30:00+00:00,TP,206.67830187836356,1.1472570104273494,10127.23679203992,1.9391573124999975,2024-04-15 06:30:00+00:00
BTC,15m,TREND_MOMENTUM,BUY,66458.0,66046.97129357478,67314.30980505256,0.24638757910896508,101.27236792039919,2.0833333333333806,708,2024-04-15 07:15:00+00:00,TREND_UP,66046.97129357478,2024-04-15 11:30:00+00:00,SL,-101.27236792039919,-0.6184788985904163,10025.96442411952,2.9197657393749967,2024-04-15 11:30:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,64539.3,65054.42717738074,63466.1183804568,0.1946308574728756,100.2596442411952,2.083333333333331,743,2024-04-15 16:00:00+00:00,TREND_DOWN,63466.1183804568,2024-04-15 17:45:00+00:00,TP,208.8742588358231,1.662834303351917,10234.838682955344,0.8972608589453065,2024-04-15 17:45:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,63914.1,64505.57726572779,62681.855696400424,0.17303858112554346,102.34838682955343,2.0833333333333415,750,2024-04-15 17:45:00+00:00,TREND_DOWN,62681.855696400424,2024-04-15 19:00:00+00:00,TP,213.22580589490383,1.9279694208313578,10448.064488850248,0.0,2024-04-15 19:00:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,63023.1,63675.10867112267,61664.74860182777,0.16024425673450216,104.48064488850248,2.083333333333336,755,2024-04-15 19:00:00+00:00,TREND_DOWN,63675.10867112267,2024-04-16 00:15:00+00:00,SL,-104.48064488850248,-1.034555061751435,10343.583843961746,1.0000000000000036,2024-04-16 00:15:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,62794.7,63268.31118598117,61808.0100292059,0.2183982167256698,103.43583843961746,2.0833333333333117,784,2024-04-16 02:15:00+00:00,TREND_DOWN,63268.31118598117,2024-04-16 02:45:00+00:00,SL,-103.43583843961746,-0.7542215919196552,10240.148005522127,1.9900000000000113,2024-04-16 02:45:00+00:00
BTC,15m,TREND_MOMENTUM,SELL,62957.7,63397.07616980248,62042.33297957816,0.23306106951875621,102.40148005522127,2.0833333333333264,790,2024-04-16 03:45:00+00:00,TREND_DOWN,62042.33297957816,2024-04-16 04:30:00+00:00,TP,213.33641678171028,1.453939741162457,10453.484422303838,0.0,2024-04-16 04:30:00+00:00
