asset,timeframe,strategy,direction,entry,sl,tp,grid_level,level_idx,size,risk,rr,entry_bar,entry_time,regime,range_pct,exit,exit_time,close_reason,pnl,pnl_pct,balance_after,drawdown_pct
INJ,15m,GRID_BOT,SELL,3.062,3.0705884,3.0469756,3.065062,3,2685.7894297445782,23.06663393841907,3.273,31880,2026-03-15 10:00:00+00:00,RANGE,0.012496,3.0705884,2026-03-15 11:15:00+00:00,SL,-23.06663393841907,-0.28048334421947335,11510.250335271116,0.9960079920031972
INJ,15m,GRID_BOT,SELL,3.056,3.06405154,3.03996216,3.0584136,2,2859.1425578886324,23.02050067054223,3.273,31904,2026-03-15 16:00:00+00:00,RANGE,0.012812,3.06405154,2026-03-15 17:00:00+00:00,SL,-23.02050067054223,-0.26346662303664453,11487.229834600574,1.194015976019188
INJ,15m,GRID_BOT,SELL,3.093,3.10158604,3.07601616,3.0956016,2,2675.792294142731,22.97445966920115,3.273,31937,2026-03-16 00:15:00+00:00,RANGE,0.013636,3.10158604,2026-03-16 01:15:00+00:00,SL,-22.97445966920115,-0.27759586162301847,11464.255374931372,1.391627944067154
INJ,15m,GRID_BOT,SELL,3.116,3.12352728,3.09889552,3.1177624,4,3046.055248358462,22.928510749862745,3.273,31948,2026-03-16 03:00:00+00:00,RANGE,0.012979,3.12352728,2026-03-16 03:15:00+00:00,SL,-22.928510749862745,-0.24156867779203117,11441.326864181508,1.5888446881790266
INJ,15m,GRID_BOT,SELL,3.178,3.18784848,3.15268872,3.1796196,1,2323.470599357759,22.882653728363017,3.273,31980,2026-03-16 11:00:00+00:00,RANGE,0.019552,3.18784848,2026-03-16 12:30:00+00:00,SL,-22.882653728363014,-0.3098955317809958,11418.444210453146,1.785666998802661
INJ,15m,GRID_BOT,SELL,3.197,3.21024676,3.16289144,3.1991636,3,1727.4151361059737,22.882653728363017,3.273,31974,2026-03-16 09:30:00+00:00,RANGE,0.027981,3.21024676,2026-03-16 13:30:00+00:00,SL,-22.882653728363017,-0.41434970284641576,11395.561556724784,1.9824893094262954
INJ,15m,GRID_BOT,SELL,3.246,3.25762418,3.21722392,3.2481688,3,1960.6650201088921,22.79112311344957,3.273,32065,2026-03-17 08:15:00+00:00,RANGE,0.022791,3.21722392,2026-03-17 12:15:00+00:00,TP,56.42025347185527,0.8865089340727076,11451.98181019664,1.4971974902987895
INJ,15m,GRID_BOT,SELL,3.227,3.23654674,3.20745656,3.2297384,3,2399.1397713138467,22.90396362039328,3.273,32105,2026-03-17 18:15:00+00:00,RANGE,0.015317,3.23654674,2026-03-17 21:00:00+00:00,SL,-22.90396362039328,-0.29583947939263155,11429.077846576247,1.694203095318185
INJ,15m,GRID_BOT,SELL,3.247,3.25529466,3.22806944,3.2489228,4,2755.76764968689,22.858155693152494,3.273,32121,2026-03-17 22:15:00+00:00,RANGE,0.014023,3.22806944,2026-03-17 23:30:00+00:00,TP,52.16822483845615,0.5830169387126523,11481.246071414704,1.2454845736061804
INJ,15m,GRID_BOT,SELL,3.218,3.2282121,3.1972344,3.220962,2,2248.5573136602197,22.962492142829408,3.273,32131,2026-03-18 00:45:00+00:00,RANGE,0.016557,3.2282121,2026-03-18 01:30:00+00:00,SL,-22.962492142829408,-0.3173430702299548,11458.283579271874,1.4429936044589684
INJ,15m,GRID_BOT,SELL,3.238,3.2481909,3.2181156,3.241152,2,2248.728488999376,22.91656715854375,3.273,32152,2026-03-18 06:00:00+00:00,RANGE,0.015829,3.2181156,2026-03-18 07:15:00+00:00,TP,44.71461676665925,0.6140951204447197,11502.998196038534,1.058386368989772
INJ,15m,GRID_BOT,SELL,3.23,3.23967956,3.21009024,3.2327544,2,2376.760554413347,23.00599639207707,3.273,32165,2026-03-18 09:15:00+00:00,RANGE,0.015557,3.21009024,2026-03-18 10:30:00+00:00,TP,47.32073221583668,0.6164012383900929,11550.31892825437,0.65136295441181
INJ,15m,GRID_BOT,SELL,3.078,3.08730222,3.05663848,3.0801256,4,2483.346755560269,23.10063785650874,3.273,32212,2026-03-18 21:00:00+00:00,RANGE,0.017469,3.08730222,2026-03-18 21:15:00+00:00,SL,-23.10063785650874,-0.3022163742690176,11527.218290397861,0.8500602285029879
INJ,15m,GRID_BOT,SELL,3.065,3.0733015,3.049214,3.067664,3,2777.1410685774654,23.054436580795723,3.273,32239,2026-03-19 03:45:00+00:00,RANGE,0.012816,3.049214,2026-03-19 04:00:00+00:00,TP,43.839948908563464,0.515040783034253,11571.058239306425,0.47297634023391183
INJ,15m,GRID_BOT,SELL,3.055,3.0630515,3.038964,3.057414,2,2874.2615014113944,23.142116478612852,3.273,32242,2026-03-19 04:30:00+00:00,RANGE,0.012816,3.038964,2026-03-19 05:15:00+00:00,TP,46.09165743663358,0.5249099836333931,11617.149896743058,0.0765246600729308
