asset,timeframe,strategy,direction,entry,sl,tp,size,risk,rr,entry_bar,entry_time,regime,exit,exit_time,close_reason,pnl,pnl_pct,balance_after,drawdown_pct,bars_open
ETH,15m,TREND_MOMENTUM,SELL,3496.27,3522.9194071380575,3440.750401795714,1.8762143465696801,50.0,2.0833333333333135,339,2024-04-11 15:15:00+00:00,TREND_DOWN,3522.9194071380575,2024-04-11 20:15:00+00:00,SL,-50.0,-0.7622239454635237,9950.0,0.5,2024-04-11 20:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3500.67,3517.2402565381535,3466.1486322121805,3.002367518296976,49.75,2.0833333333333286,365,2024-04-11 21:45:00+00:00,TREND_DOWN,3517.2402565381535,2024-04-12 00:15:00+00:00,SL,-49.75,-0.4733452892775796,9900.25,0.9974999999999999,2024-04-12 00:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3462.94,3480.7986655555505,3425.7344467592693,2.771833642666261,49.50125,2.083333333333365,429,2024-04-12 13:45:00+00:00,TREND_DOWN,3425.7344467592693,2024-04-12 16:15:00+00:00,TP,103.12760416666823,1.0743920842039063,10003.377604166668,0.0,2024-04-12 16:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3430.04,3450.4917137935013,3387.432262930206,2.445608643160584,50.01688802083334,2.083333333333313,439,2024-04-12 16:15:00+00:00,TREND_DOWN,3387.432262930206,2024-04-12 17:15:00+00:00,TP,104.20185004340178,1.2421935916139166,10107.57945421007,0.0,2024-04-12 17:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3248.7,3297.984626953931,3146.0236938459757,1.0254292341157514,50.537897271050355,2.0833333333333424,454,2024-04-12 20:00:00+00:00,TREND_DOWN,3146.0236938459757,2024-04-13 01:45:00+00:00,TP,105.28728598135538,3.1605351726544204,10212.866740191426,0.0,2024-04-13 01:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3218.75,3245.217701953014,3163.6089542645536,1.929307417455715,51.064333700957135,2.083333333333349,543,2024-04-13 18:15:00+00:00,TREND_DOWN,3163.6089542645536,2024-04-13 19:45:00+00:00,TP,106.3840285436615,1.7131198675090133,10319.250768735088,0.0,2024-04-13 19:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2951.78,3019.7949421080198,2810.082203941626,0.7586017460947274,51.59625384367544,2.083333333333332,557,2024-04-13 21:45:00+00:00,TREND_DOWN,3019.7949421080198,2024-04-13 22:30:00+00:00,SL,-51.59625384367544,-2.3042009264924745,10267.654514891412,0.5000000000000063,2024-04-13 22:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3099.0,3132.764555381078,3028.6571762894205,1.520478264707952,51.33827257445706,2.0833333333333424,732,2024-04-15 17:30:00+00:00,TREND_DOWN,3028.6571762894205,2024-04-15 19:00:00+00:00,TP,106.95473453011934,2.2698555569725563,10374.609249421532,0.0,2024-04-15 19:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3070.87,3108.6877925219483,2992.0829322459404,1.371657169492429,51.87304624710766,2.083333333333344,738,2024-04-15 19:00:00+00:00,TREND_DOWN,3108.6877925219483,2024-04-15 19:30:00+00:00,SL,-51.87304624710766,-1.231500927162282,10322.736203174423,0.5000000000000082,2024-04-15 19:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3068.86,3096.4626790619404,3011.3544186209583,1.8698794019251253,51.61368101587212,2.0833333333333153,760,2024-04-16 00:30:00+00:00,TREND_DOWN,3096.4626790619404,2024-04-16 01:00:00+00:00,SL,-51.61368101587212,-0.899444062679311,10271.122522158552,0.9975000000000014,2024-04-16 01:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3078.49,3106.650380318698,3019.822541002712,1.8236832041893027,51.35561261079276,2.083333333333331,766,2024-04-16 02:00:00+00:00,TREND_DOWN,3106.650380318698,2024-04-16 03:00:00+00:00,SL,-51.35561261079276,-0.9147465256894814,10219.76690954776,1.4925124999999977,2024-04-16 03:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3047.06,3076.4327699054884,2985.8667293635654,1.7396668653367533,51.0988345477388,2.083333333333345,774,2024-04-16 04:00:00+00:00,TREND_DOWN,3076.4327699054884,2024-04-16 06:45:00+00:00,SL,-51.0988345477388,-0.9639708409249717,10168.668075000021,1.9850499374999906,2024-04-16 06:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3016.36,3048.8560042497556,2948.6599911463422,1.564602834989555,50.84334037500011,2.083333333333351,823,2024-04-16 16:15:00+00:00,TREND_DOWN,3048.8560042497556,2024-04-16 16:45:00+00:00,SL,-50.84334037500011,-1.0773251286237557,10117.824734625021,2.475124687812494,2024-04-16 16:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3036.34,3052.298367407973,3003.093401233391,3.170068866057764,50.58912367312511,2.0833333333332975,902,2024-04-17 12:00:00+00:00,TREND_DOWN,3052.298367407973,2024-04-17 13:30:00+00:00,SL,-50.58912367312511,-0.5255790658481155,10067.235610951895,2.962749064373439,2024-04-17 13:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2997.53,3026.4018927969955,2937.3802233395936,1.7434318701819898,50.33617805475948,2.0833333333333215,912,2024-04-17 14:30:00+00:00,TREND_DOWN,2937.3802233395936,2024-04-17 15:30:00+00:00,TP,104.86703761408165,2.0066446928106334,10172.102648565977,1.9519443671273344,2024-04-17 15:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2948.3,2980.741114033271,2880.714345764019,1.5677794908851923,50.86051324282988,2.083333333333337,916,2024-04-17 15:30:00+00:00,TREND_DOWN,2980.741114033271,2024-04-17 16:00:00+00:00,SL,-50.86051324282988,-1.1003328709178468,10121.242135323148,2.4421846452916918,2024-04-17 16:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2963.19,2999.0026111682946,2888.5803933993866,1.4130835207408217,50.60621067661574,2.083333333333328,922,2024-04-17 17:00:00+00:00,TREND_DOWN,2999.0026111682946,2024-04-17 17:45:00+00:00,SL,-50.60621067661574,-1.2085830192560907,10070.635924646533,2.9299737220652244,2024-04-17 17:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2972.17,3002.0608091758954,2909.8974808835515,1.6845706426655935,50.35317962323266,2.083333333333332,937,2024-04-17 20:45:00+00:00,TREND_DOWN,3002.0608091758954,2024-04-17 21:00:00+00:00,SL,-50.35317962323266,-1.0056897544856236,10020.2827450233,3.4153238534549,2024-04-17 21:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2983.06,3006.983623077284,2933.219118588992,2.0942235029897667,50.1014137251165,2.0833333333333206,948,2024-04-17 23:30:00+00:00,TREND_DOWN,3006.983623077284,2024-04-18 01:00:00+00:00,SL,-50.1014137251165,-0.8019826311667881,9970.181331298183,3.898247234187628,2024-04-18 01:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2962.14,2982.174374742698,2920.4017192860447,2.488268653088847,49.85090665649091,2.083333333333362,982,2024-04-18 08:00:00+00:00,TREND_DOWN,2982.174374742698,2024-04-18 08:30:00+00:00,SL,-49.85090665649091,-0.6763480032239603,9920.330424641692,4.378755998016692,2024-04-18 08:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2942.85,2977.4029484316816,2870.8646907673296,1.4355258921328,49.60165212320846,2.0833333333333366,1057,2024-04-19 02:45:00+00:00,TREND_DOWN,2977.4029484316816,2024-04-19 03:00:00+00:00,SL,-49.60165212320846,-1.1741321654750214,9870.728772518483,4.8568622180266106,2024-04-19 03:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3034.95,3047.851777960557,3008.0712959155067,3.825336632941238,49.35364386259242,2.0833333333332953,1183,2024-04-20 10:15:00+00:00,TREND_DOWN,3047.851777960557,2024-04-20 11:00:00+00:00,SL,-49.35364386259242,-0.42510677146433906,9821.37512865589,5.332577906936478,2024-04-20 11:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3167.11,3178.5521393096383,3143.272209771587,4.291756490144711,49.10687564327946,2.083333333333373,1459,2024-04-23 07:15:00+00:00,TREND_DOWN,3178.5521393096383,2024-04-23 10:15:00+00:00,SL,-49.10687564327946,-0.36128013582218965,9772.268253012611,5.805915017401797,2024-04-23 10:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3175.74,3196.9461848504156,3131.5604482282997,2.304108051953761,48.86134126506306,2.0833333333333495,1589,2024-04-24 15:45:00+00:00,TREND_DOWN,3131.5604482282997,2024-04-24 18:45:00+00:00,TP,101.79446096888216,1.3911577072335917,9874.062713981493,4.824726632166392,2024-04-24 18:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3137.5,3159.397115945467,3091.881008446944,2.2546491370306807,49.370313569907466,2.0833333333333335,1602,2024-04-24 19:00:00+00:00,TREND_DOWN,3159.397115945467,2024-04-25 00:30:00+00:00,SL,-49.370313569907466,-0.6979160460706548,9824.692400411586,5.300602999005556,2024-04-25 00:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3130.91,3147.7568187961306,3095.812460841394,2.9158894979828673,49.123462002057934,2.083333333333338,1638,2024-04-25 04:00:00+00:00,TREND_DOWN,3147.7568187961306,2024-04-25 04:30:00+00:00,SL,-49.123462002057934,-0.5380805834767118,9775.568938409528,5.774099984010536,2024-04-25 04:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3135.95,3150.7508184080243,3105.114961649949,3.302374459614189,48.87784469204764,2.0833333333333335,1655,2024-04-25 08:15:00+00:00,TREND_DOWN,3150.7508184080243,2024-04-25 09:00:00+00:00,SL,-48.87784469204764,-0.4719723977749804,9726.69109371748,6.245229484090483,2024-04-25 09:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3105.83,3123.632406524772,3068.7416530733917,2.731847259016046,48.6334554685874,2.083333333333342,1662,2024-04-25 10:00:00+00:00,TREND_DOWN,3123.632406524772,2024-04-25 12:00:00+00:00,SL,-48.6334554685874,-0.573193205190621,9678.057638248893,6.714003336670031,2024-04-25 12:00:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3096.26,3114.0757636950343,3059.1438256353454,2.716150091546882,48.390288191244466,2.083333333333361,1820,2024-04-27 01:30:00+00:00,TREND_DOWN,3114.0757636950343,2024-04-27 02:15:00+00:00,SL,-48.390288191244466,-0.575396242403225,9629.667350057649,7.180433319986672,2024-04-27 02:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3277.4,3293.213794490299,3244.4545948118775,3.0447048480252947,48.148336750288244,2.0833333333333455,2007,2024-04-29 00:15:00+00:00,TREND_DOWN,3244.4545948118775,2024-04-29 02:30:00+00:00,TP,100.30903489643443,1.0052299135937801,9729.976384954083,6.213562833736529,2024-04-29 02:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3196.54,3217.385010901864,3153.11289395445,2.333886134855413,48.64988192477042,2.0833333333333224,2023,2024-04-29 04:15:00+00:00,TREND_DOWN,3153.11289395445,2024-04-29 11:45:00+00:00,TP,101.35392067660452,1.3585660134254496,9831.330305630689,5.236620779921282,2024-04-29 11:45:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3131.48,3150.948710084185,3090.9201873246147,2.524905415694916,49.156651528153446,2.083333333333304,2061,2024-04-29 13:45:00+00:00,TREND_DOWN,3150.948710084185,2024-04-29 14:15:00+00:00,SL,-49.15665152815345,-0.6217095457797975,9782.173654102535,5.710437676021678,2024-04-29 14:15:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,3161.11,3173.7270426464806,3134.8244944864996,3.8765715263834997,48.91086827051267,2.0833333333332913,2132,2024-04-30 07:30:00+00:00,TREND_DOWN,3134.8244944864996,2024-04-30 08:30:00+00:00,TP,101.89764223023268,0.831527707466698,9884.071296332768,4.72825473514692,2024-04-30 08:30:00+00:00
ETH,15m,TREND_MOMENTUM,SELL,2941.09,2967.3724374944654,2886.3349218865305,1.88035666372539,49.42035648166384,2.0833333333333433,2179,2024-04-30 19:15:00+00:00,TREND_DOWN,2967.3724374944654,2024-04-30 20:00:00+00:00,SL,-49.42035648166384,-0.8936291475087563,9834.650939851104,5.204613461471182,2024-04-30 20:00:00+00:00
